Nome,DOB,Fighter_URL
Wagnney Fabiano,1975-07-14,http://ufcstats.com/fighter-details/40389d39a92f5bfa
Phillip Miller,1979-02-20,http://ufcstats.com/fighter-details/18aecaf50f52e4c3
Eduardo Pamplona,1973-02-20,http://ufcstats.com/fighter-details/f31c0905045fa100
Che Mills,1982-09-29,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685
Dominic Brown,1982-06-04,http://ufcstats.com/fighter-details/52b3ec072ad497a4
Todd Brown,1976-12-13,http://ufcstats.com/fighter-details/9b68bf67c5695185
Shane Nelson,1984-11-29,http://ufcstats.com/fighter-details/2db7fa8db6bc9632
Carlos Newton,1976-08-17,http://ufcstats.com/fighter-details/952f6fa06f25a0ec
Ben Nguyen,1988-08-03,http://ufcstats.com/fighter-details/840d2c82ea68b9aa
Kaik Brito,1997-03-26,http://ufcstats.com/fighter-details/b07f14fc0e53f8bd
Ron Waterman,1965-11-23,http://ufcstats.com/fighter-details/efaf544314bb5c2e
Augusto Sakai,1991-05-09,http://ufcstats.com/fighter-details/441eacbe20e0e80b
Niko Price,1989-09-29,http://ufcstats.com/fighter-details/d8da10db80131bec
Fernando Padilla,1996-12-15,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560
Yuji Hisamatsu,1971-09-18,http://ufcstats.com/fighter-details/8332a607df696345
Andre Fialho,1994-04-07,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Justin Jaynes,1989-08-10,http://ufcstats.com/fighter-details/304a21d0595e1a08
Joanna Jedrzejczyk,1987-08-18,http://ufcstats.com/fighter-details/3d6749c4267da18f
Joe Duffy,1988-02-18,http://ufcstats.com/fighter-details/654ae722109a0d31
Elias Theodorou,1988-05-31,http://ufcstats.com/fighter-details/34f88592c0ab7a54
Ray Rodriguez,1987-12-10,http://ufcstats.com/fighter-details/90e0985df05e51bc
John Halverson,1972-09-08,http://ufcstats.com/fighter-details/88c8f47241d90040
Trevin Giles,1992-08-06,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
Chad George,1982-04-30,http://ufcstats.com/fighter-details/14e797332ea32cdb
Elves Brener,1997-09-27,http://ufcstats.com/fighter-details/48a9a128784d53d1
Henry Briones,1980-10-22,http://ufcstats.com/fighter-details/01fcef7e3d051722
Jerrod Sanders,1979-10-01,http://ufcstats.com/fighter-details/12f1b140e248bdb9
Roger Carroll,,http://ufcstats.com/fighter-details/572a89dbe1f76761
Yusup Saadulaev,1985-03-31,http://ufcstats.com/fighter-details/b1669a810fae4220
Tarec Saffiedine,1986-09-06,http://ufcstats.com/fighter-details/0749d968e932df53
Mark Coleman,1964-12-20,http://ufcstats.com/fighter-details/21b8a0f5c231096f
Tatsuya Mizuno,1981-06-02,http://ufcstats.com/fighter-details/478c8706bdb92440
Casey Kenney,1991-03-20,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
Takashi Sato,1990-06-09,http://ufcstats.com/fighter-details/8abac218746e04ca
Chris Saunders,1986-03-11,http://ufcstats.com/fighter-details/b35a159f525764eb
Tor Troeng,1983-01-25,http://ufcstats.com/fighter-details/8abf70f79e9e27c2
Carmelo Marrero,1981-01-26,http://ufcstats.com/fighter-details/aa03a3ca00ac6827
Eddie Yagin,1979-03-23,http://ufcstats.com/fighter-details/cc84b68f862b466f
Aisling Daly,1987-12-24,http://ufcstats.com/fighter-details/e50cd77732d39967
Drakkar Klose,1988-03-09,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Shara Magomedov,1994-05-16,http://ufcstats.com/fighter-details/06734ca9d88dec3a
Todd Moore,1983-12-30,http://ufcstats.com/fighter-details/e31502e3f79d00c5
Rudy Bears,1979-01-19,http://ufcstats.com/fighter-details/74f13066b1417ef3
Erik Koch,1988-10-04,http://ufcstats.com/fighter-details/99bd87a300079ed9
Jonathan Figueroa,1995-02-05,http://ufcstats.com/fighter-details/2226445c4a196dc8
Wayne Cole,1971-01-06,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc
Chris Weidman,1984-06-17,http://ufcstats.com/fighter-details/3a8176e15b9887c1
Jose Delano,1996-09-11,http://ufcstats.com/fighter-details/d7c4956d61ae76a9
James Te Huna,1981-09-29,http://ufcstats.com/fighter-details/f5431394fb284bb9
Jesus Pinedo,1996-06-22,http://ufcstats.com/fighter-details/25af5e832f17b474
Tony Bonello,1972-10-20,http://ufcstats.com/fighter-details/702a72aa7a266d86
Henry Cejudo,1987-02-09,http://ufcstats.com/fighter-details/056c493bbd76a918
Waylon Lowe,1980-10-31,http://ufcstats.com/fighter-details/28f62d866c59c709
Dustin Stoltzfus,1991-11-15,http://ufcstats.com/fighter-details/71505842fb6455c3
Azamat Murzakanov,1989-04-12,http://ufcstats.com/fighter-details/e90a2f22417af68e
Jesse Bongfeldt,1980-08-28,http://ufcstats.com/fighter-details/934de214814b8ff4
Rogerio Bontorin,1992-04-25,http://ufcstats.com/fighter-details/07a2bdaa0afdd831
Karolina Kowalkiewicz,1985-10-15,http://ufcstats.com/fighter-details/d7c3816669784109
Isaac Vallie-Flagg,1978-04-08,http://ufcstats.com/fighter-details/c295de4e10acd4c9
Joshua Van,2001-10-10,http://ufcstats.com/fighter-details/17e97649403ba428
Matt Wiman,1983-09-19,http://ufcstats.com/fighter-details/eb29176b03dfa888
Brad Katona,1991-12-19,http://ufcstats.com/fighter-details/7b433309b0fd12aa
Julie Kedzie,1981-03-18,http://ufcstats.com/fighter-details/981ab7a0576f76a0
Losene Keita,1997-12-30,http://ufcstats.com/fighter-details/5b43d68174b6e2ab
Raquel Pennington,1988-09-05,http://ufcstats.com/fighter-details/fc169c387b4b465d
Terry Etim,1986-01-11,http://ufcstats.com/fighter-details/33011768c3c4dc9a
Dong Hyun Ma,1988-09-09,http://ufcstats.com/fighter-details/98a6b2361045898f
Eduardo Torres Caut,1995-04-26,http://ufcstats.com/fighter-details/c8d46028907bcece
Gillian Robertson,1995-05-17,http://ufcstats.com/fighter-details/38c7f72747f4f712
Mackenzie Dern,1993-03-24,http://ufcstats.com/fighter-details/7447e9f28508106a
Cory Devela,1984-08-05,http://ufcstats.com/fighter-details/48544433372ecfa6
Bristol Marunde,1982-04-20,http://ufcstats.com/fighter-details/a17322f99ddfd8e9
Marcelo Rojo,1988-07-02,http://ufcstats.com/fighter-details/2804ce8dadab5770
BJ Penn,1978-12-13,http://ufcstats.com/fighter-details/73c7cfa551289285
Javier Vazquez,1977-07-16,http://ufcstats.com/fighter-details/be5cfd73617a5b1a
Lv Zhenhong,1993-06-25,http://ufcstats.com/fighter-details/5a4913108a3b9190
Qiu Lun,1997-07-08,http://ufcstats.com/fighter-details/126bdc1710a8cbf4
Anthony Birchak,1986-05-16,http://ufcstats.com/fighter-details/c5a126ace82a6025
Brian Ortega,1991-02-21,http://ufcstats.com/fighter-details/def8166ff24bd237
Estevan Payan,1982-03-14,http://ufcstats.com/fighter-details/d0a5ef38a7778ac2
Kurt Pellegrino,1979-05-07,http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1
Vanilto Antunes,1994-12-28,http://ufcstats.com/fighter-details/cc49ada1ea955b13
Lauren Murphy,1983-07-27,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Joe Slick,1977-10-17,http://ufcstats.com/fighter-details/80e6d71e14c1d356
Vince Morales,1990-11-12,http://ufcstats.com/fighter-details/37098a6e6c27fb66
Dooho Choi,1991-04-10,http://ufcstats.com/fighter-details/e93b04e308913c2e
Ketlen Souza,1994-08-18,http://ufcstats.com/fighter-details/8bd4200561c77a62
Alexa Grasso,1993-08-09,http://ufcstats.com/fighter-details/e8b731feff72294b
Tom Duquesnoy,1993-06-21,http://ufcstats.com/fighter-details/e979c76341f19b22
Kitt Campbell,1994-06-26,http://ufcstats.com/fighter-details/903ef36a6adc09a3
Jorge Gonzalez,1984-02-29,http://ufcstats.com/fighter-details/ff175a137b395e2b
Pedro Falcao,1992-07-30,http://ufcstats.com/fighter-details/f7be1db194e03d7e
Brodie Farber,1980-07-05,http://ufcstats.com/fighter-details/91d73ee59347ac16
Jose Johnson,1995-05-20,http://ufcstats.com/fighter-details/84f727cf0166d6f2
Nikola Joksovic,1994-09-11,http://ufcstats.com/fighter-details/a6aa3157e1a1d104
Neil Seery,1979-08-30,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
Luis Saldana,1991-01-27,http://ufcstats.com/fighter-details/12e0fdc606f7e274
DaMarques Johnson,1982-06-28,http://ufcstats.com/fighter-details/322a56923b396b4d
Alex Schoenauer,1976-05-05,http://ufcstats.com/fighter-details/fdfef29ba17ee525
Murilo Bustamante,1966-07-30,http://ufcstats.com/fighter-details/85d905f7c4f5a1af
Miles Johns,1994-03-30,http://ufcstats.com/fighter-details/46e0d677f91bacc0
Daniel Zellhuber,1999-07-07,http://ufcstats.com/fighter-details/4148802ae4a50768
Ahejiang Ailinuer,,http://ufcstats.com/fighter-details/ff584c17bccbae0b
Abdul-Kareem Al-Selwady,1995-04-10,http://ufcstats.com/fighter-details/597499ac7a5aac62
Feng Pengchao,,http://ufcstats.com/fighter-details/86597694317e5e1b
Bartosz Fabinski,1986-04-26,http://ufcstats.com/fighter-details/e17ac6410c8377f4
Tai Tuivasa,1993-03-16,http://ufcstats.com/fighter-details/c62fbc117d57b943
Daniel Spohn,1984-10-12,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Matt Grice,1981-07-29,http://ufcstats.com/fighter-details/bfc2fc38a0e20211
Da Woon Jung,1993-12-07,http://ufcstats.com/fighter-details/74f9448b97bf8bec
Anthony Perosh,1972-10-05,http://ufcstats.com/fighter-details/4b4753d19489297f
Chris Duncan,1993-05-10,http://ufcstats.com/fighter-details/fd406a32a6fb3a29
Roman Dolidze,1988-07-15,http://ufcstats.com/fighter-details/327d5f279895110d
Brandon Jenkins,1991-09-30,http://ufcstats.com/fighter-details/6a8928652fc01bee
Kaiwen,1995-10-16,http://ufcstats.com/fighter-details/0565706b1e7f7e7c
Edimilson Souza,1984-10-17,http://ufcstats.com/fighter-details/6c7020b859c7a3ce
Mario Sousa,1996-10-20,http://ufcstats.com/fighter-details/72782745eb47161a
Zhang Tiequan,1978-07-25,http://ufcstats.com/fighter-details/c23e3d4875340d8d
Dominick Reyes,1989-12-26,http://ufcstats.com/fighter-details/2e19380f34871c6a
Nikolas Motta,1993-02-08,http://ufcstats.com/fighter-details/37f560436d745c18
Joseph Morales,1994-08-22,http://ufcstats.com/fighter-details/2fe9032955c2e013
Esteban Ribovics,1996-04-27,http://ufcstats.com/fighter-details/323d4ca260dfa0ba
Joe Pyfer,1996-09-17,http://ufcstats.com/fighter-details/c1085e1701b13eca
Bruno Santos,1987-07-17,http://ufcstats.com/fighter-details/da1d8d76404bb6b5
Michael Kuiper,1989-06-07,http://ufcstats.com/fighter-details/b7f38813485745da
Kazuyuki Fujita,1970-10-16,http://ufcstats.com/fighter-details/b1605ea39fba6af6
Cameron VanCamp,1993-04-27,http://ufcstats.com/fighter-details/87e2468b986ebb79
Goran Reljic,1984-03-20,http://ufcstats.com/fighter-details/132f860d02953f4c
Andy Murad,,http://ufcstats.com/fighter-details/fd0b4e3eb18eafb7
Khamzat Chimaev,1994-05-01,http://ufcstats.com/fighter-details/767755fd74662dbf
Khaos Williams,1994-03-30,http://ufcstats.com/fighter-details/2558ae2e5671e318
Keith Berry,1987-10-25,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
Josh Appelt,1983-06-19,http://ufcstats.com/fighter-details/0c1a04afca64e38f
Takeshi Yamazaki,1977-05-25,http://ufcstats.com/fighter-details/d1d20e651e6cbc02
Zachary Micklewright,1976-08-21,http://ufcstats.com/fighter-details/a36a14985a57a1c6
Justin DeMoney,1985-07-01,http://ufcstats.com/fighter-details/985bca5a097fb3f4
Tim Williams,1986-07-03,http://ufcstats.com/fighter-details/990bd63726a577f8
Mike Russow,1976-09-11,http://ufcstats.com/fighter-details/353de740bb6c7e75
Kyle Reyes,,http://ufcstats.com/fighter-details/7333d6e0f6428acb
Alvin Robinson,1982-07-16,http://ufcstats.com/fighter-details/cbe79765d44bd172
Kenny Robertson,1984-02-14,http://ufcstats.com/fighter-details/6e0273f9478be71e
Lisa Ellis,1982-11-15,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
Giga Chikadze,1988-08-25,http://ufcstats.com/fighter-details/9560ff14eb3129f7
Brandon Vera,1977-10-10,http://ufcstats.com/fighter-details/fa315e6c77eee106
Bojan Velickovic,1988-12-18,http://ufcstats.com/fighter-details/fcce75a25c14a804
Manvel Gamburyan,1981-05-08,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
Jordan Espinosa,1989-11-08,http://ufcstats.com/fighter-details/215a70f073a7b726
Eric Esch,1968-08-03,http://ufcstats.com/fighter-details/0e4daed84a8f39a6
Daniel Roberts,1980-08-05,http://ufcstats.com/fighter-details/22edaf53ad59a967
Tecia Pennington,1989-08-16,http://ufcstats.com/fighter-details/31ef8b67e13495b3
Misha Cirkunov,1987-02-27,http://ufcstats.com/fighter-details/67f272324a030d00
Glaico Franca Moreira,1991-02-28,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
Jairzinho Rozenstruik,1988-03-17,http://ufcstats.com/fighter-details/2cd428e9606856fd
Victor Madrigal,1990-08-16,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9
Matt Lucas,1973-12-27,http://ufcstats.com/fighter-details/668222c99c5c311d
Kaynan Kruschewsky,1991-04-04,http://ufcstats.com/fighter-details/ca36633b80be4a78
Myktybek Orolbai,1998-02-10,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1
Takayo Hashi,1977-10-02,http://ufcstats.com/fighter-details/ae4343d29c68e9d0
Stephan Bonnar,1977-04-04,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb
Mike Wessel,1977-12-02,http://ufcstats.com/fighter-details/b51841e7c594090d
Eduardo Chapolin,1995-11-23,http://ufcstats.com/fighter-details/62f3039da2f92a8c
Luan Chagas,1993-06-17,http://ufcstats.com/fighter-details/9ccf8371fd80d45d
Elvis Mutapcic,1986-07-19,http://ufcstats.com/fighter-details/28c55b4087a6f136
Gaetano Pirrello,1992-04-29,http://ufcstats.com/fighter-details/8765559b6a29a421
Joe Ellenberger,1985-03-28,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
Herman Terrado,1989-09-27,http://ufcstats.com/fighter-details/61d6368013f8637f
Tyler Toner,1983-03-31,http://ufcstats.com/fighter-details/8e893f269d5696b2
Josh Diekmann,1976-10-09,http://ufcstats.com/fighter-details/414bddf0c80c41e1
Juan Diaz,1998-06-03,http://ufcstats.com/fighter-details/74939a16c7b56f33
Montel Jackson,1992-04-24,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d
Eugene Jackson,1966-09-23,http://ufcstats.com/fighter-details/ce783bf73b5131f9
Eric Schambari,1978-04-22,http://ufcstats.com/fighter-details/66e981516e2476d1
Trevor Smith,1981-01-05,http://ufcstats.com/fighter-details/f797f0c57a83353e
Anthony Hamilton,1980-04-14,http://ufcstats.com/fighter-details/c727c7d31c50c4cf
Sterling Ford,1986-03-12,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb
Jesse Forbes,1984-10-24,http://ufcstats.com/fighter-details/947eccadb72f4f6f
Shayna Baszler,1980-08-08,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Genki Sudo,1978-03-08,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
John Kolosci,1974-11-26,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
Lodune Sincaid,1973-05-07,http://ufcstats.com/fighter-details/265589bdd93e7ce5
Anthony Hernandez,1993-10-18,http://ufcstats.com/fighter-details/093e1f5bb73850be
Diana Belbita,1996-06-26,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alberto Crane,1976-07-14,http://ufcstats.com/fighter-details/25433871e4eee0f4
Yoko Takahashi,1973-04-20,http://ufcstats.com/fighter-details/01f86e2d604e2f3c
Jessica Eye,1986-07-27,http://ufcstats.com/fighter-details/f72465a784c1b084
Bryan Travers,1983-04-11,http://ufcstats.com/fighter-details/008cf84faae9c7a5
Art Arciniega,1981-10-15,http://ufcstats.com/fighter-details/d25e39e74efb0a77
Kenji Arai,1979-10-05,http://ufcstats.com/fighter-details/269d103c96a4c3a5
Mark Kerr,1968-12-21,http://ufcstats.com/fighter-details/a7b48e18ca27795d
Tom Aspinall,1993-04-11,http://ufcstats.com/fighter-details/399afbabc02376b5
Brok Weaver,1991-12-05,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50
Cody Garbrandt,1991-07-07,http://ufcstats.com/fighter-details/d8c7c61b176e3994
Yukiya Naito,1977-02-28,http://ufcstats.com/fighter-details/7be328bb3c2ea22e
Chris Liguori,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Antonio Carvalho,1979-05-30,http://ufcstats.com/fighter-details/fef3d17e27e916e7
Rose Namajunas,1992-06-29,http://ufcstats.com/fighter-details/47b63240018d5d86
Alex Garcia,1987-07-14,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
Shannon Gugerty,1981-12-30,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
Mike Guymon,1974-09-17,http://ufcstats.com/fighter-details/eaea0fc7b76525a8
Roque Martinez,1986-03-04,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
Koichiro Matsumoto,1986-03-07,http://ufcstats.com/fighter-details/2fb6f197d1fbc779
Russell Doane,1986-08-13,http://ufcstats.com/fighter-details/f50d95223751e6ca
John Dixson,1961-10-15,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
Yancy Medeiros,1987-09-07,http://ufcstats.com/fighter-details/813550bc53b15fb0
Daniel McWilliams,1983-01-14,http://ufcstats.com/fighter-details/7b03d9df5910917d
James McSweeney,1980-10-24,http://ufcstats.com/fighter-details/cac08b8685387ca5
Satoshi Ishii,1986-12-19,http://ufcstats.com/fighter-details/c8a49ff2acb6f3c5
Danillo Villefort,1983-05-08,http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e
Martin Svensson,1985-04-25,http://ufcstats.com/fighter-details/bcad7223af3c19da
Brunno Ferreira,1992-11-04,http://ufcstats.com/fighter-details/1e719d4b676dc19a
Nathan Coy,1978-07-24,http://ufcstats.com/fighter-details/15ec018d144710db
Ali Bagautinov,1985-06-10,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Holly Holm,1981-10-17,http://ufcstats.com/fighter-details/634e2fb70bde3fd5
Farid Basharat,1997-08-02,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Javid Basharat,1995-09-07,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Marcin Bandel,1989-10-10,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Levan Makashvili,1989-01-07,http://ufcstats.com/fighter-details/938ad489fb7a1f31
Mike Swick,1979-06-19,http://ufcstats.com/fighter-details/9fe85152f351e737
Paulo Costa,1991-04-21,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Augusto Montano,1984-10-25,http://ufcstats.com/fighter-details/94508d80e1f885fc
Jake O'Brien,1984-09-25,http://ufcstats.com/fighter-details/20bcc9966affb19c
Joe Warren,1976-10-31,http://ufcstats.com/fighter-details/c0c1bc0766df4c00
Emmanuel Sanchez,1990-08-11,http://ufcstats.com/fighter-details/243a336eaa2d2eb4
Eddie Sanchez,1982-11-04,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3
Josh Bryant,1980-04-23,http://ufcstats.com/fighter-details/01f022fa494188e2
Fernando Bruno,1982-02-24,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69
Steve Bruno,1981-11-03,http://ufcstats.com/fighter-details/2f3f12002564bb55
Ariane Carnelossi,1992-11-17,http://ufcstats.com/fighter-details/c0d5c0c95c59050b
Maycee Barber,1998-05-18,http://ufcstats.com/fighter-details/6a740daf1b279661
Josh Parisian,1989-06-28,http://ufcstats.com/fighter-details/b5da8f7d05e85a55
Phil Baroni,1976-04-16,http://ufcstats.com/fighter-details/1652f3213655b935
George Roop,1981-11-10,http://ufcstats.com/fighter-details/3c0437fbeda06962
Nordine Taleb,1981-06-10,http://ufcstats.com/fighter-details/49858bf46dabf6fb
Abel Trujillo,1983-09-18,http://ufcstats.com/fighter-details/e14b5aa06eea9653
Sam Sicilia,1986-02-01,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Ivan Shtyrkov,1988-06-09,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
Kazuyuki Miyata,1976-01-29,http://ufcstats.com/fighter-details/af70d268e5352186
Bobby Lashley,1976-07-16,http://ufcstats.com/fighter-details/b0826525fa17231d
Valmir Lazaro,1985-08-15,http://ufcstats.com/fighter-details/777dea713da2441d
Randall Wallace,1989-03-01,http://ufcstats.com/fighter-details/95cf6be9071e68b0
Valter Walker,1997-12-14,http://ufcstats.com/fighter-details/f5779a2303ed76ec
Donny Walker,1980-01-04,http://ufcstats.com/fighter-details/e6147d5ab3685899
William Gomis,1997-06-13,http://ufcstats.com/fighter-details/e1d40e8782d80bc2
Amanda Lemos,1987-05-22,http://ufcstats.com/fighter-details/3df5493bb279226f
Ketlen Vieira,1991-08-26,http://ufcstats.com/fighter-details/b9706f80d005036c
Luiz Azeredo,1976-06-10,http://ufcstats.com/fighter-details/063649e21bc9d6d5
Jeremy Kimball,1991-01-03,http://ufcstats.com/fighter-details/917a5cb9821df261
Alan Patrick,1983-07-19,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8
Bruno Silva,1990-03-16,http://ufcstats.com/fighter-details/294aa73dbf37d281
Jalin Turner,1995-05-18,http://ufcstats.com/fighter-details/4d8fa64202cee4c1
Khalil Rountree Jr.,1990-02-26,http://ufcstats.com/fighter-details/749f572d1d3161fb
Gary Mangat,,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45
Azat Maksum,1995-02-02,http://ufcstats.com/fighter-details/7f1bf0c255ec8756
Warlley Alves,1991-01-04,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f
Amilcar Alves,1988-08-08,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc
Lucas Almeida,1991-01-31,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
Kevin Roddy,,http://ufcstats.com/fighter-details/1abf785143f8d5ec
Chris Gruetzemacher,1986-06-16,http://ufcstats.com/fighter-details/feaf00f3373435d6
James Lee,1973-09-22,http://ufcstats.com/fighter-details/863d06a7ef8bc98c
Bogdan Grad,1995-09-28,http://ufcstats.com/fighter-details/fb37795db81f93f3
Shane Burgos,1991-03-19,http://ufcstats.com/fighter-details/98d961097baaf308
Irene Aldana,1988-03-26,http://ufcstats.com/fighter-details/578ef12674df1e6a
Justin Buchholz,1983-08-22,http://ufcstats.com/fighter-details/231926533134ec1f
Nah-Shon Burrell,1990-02-05,http://ufcstats.com/fighter-details/2c64c035485906aa
Royce Gracie,1966-12-12,http://ufcstats.com/fighter-details/429e7d3725852ce9
Anthony Leone,1987-05-27,http://ufcstats.com/fighter-details/86b9b51a81e9c339
Sultan Aliev,1984-09-17,http://ufcstats.com/fighter-details/e70de1859b7ee78e
Scott Jorgensen,1982-09-17,http://ufcstats.com/fighter-details/0b64d0fed453ef7f
Klidson Abreu,1992-12-24,http://ufcstats.com/fighter-details/7279654c7674cd24
Virgil Zwicker,1982-06-26,http://ufcstats.com/fighter-details/0c277f3ff66b0208
Zhalgas Zhumagulov,1988-08-29,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb
JJ Aldrich,1992-09-29,http://ufcstats.com/fighter-details/6fd953151d981979
Vinc Pichel,1982-11-23,http://ufcstats.com/fighter-details/c77a953488e5607d
Jose Alday,1991-09-14,http://ufcstats.com/fighter-details/7460ddef986d3144
Tamdan McCrory,1986-11-05,http://ufcstats.com/fighter-details/eff47295daf721a6
Rayanne dos Santos,1995-06-08,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
Acacio Dos Santos,1991-09-29,http://ufcstats.com/fighter-details/957562fdf68a725a
Daniil Donchenko,2001-08-04,http://ufcstats.com/fighter-details/70dd69b6a703257e
Jack Jenkins,1993-11-03,http://ufcstats.com/fighter-details/a9da3158dd2c2b5a
Sean Pierson,1976-03-10,http://ufcstats.com/fighter-details/0d506315895efffc
Tim McKenzie,1982-07-21,http://ufcstats.com/fighter-details/9ca265dfe8323db3
Chase Gormley,1983-08-11,http://ufcstats.com/fighter-details/052ceb8976695342
Vaughan Lee,1982-10-15,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
Malcolm Gordon,1990-05-19,http://ufcstats.com/fighter-details/dee294e9717012c2
Aleksandar Rakic,1992-02-06,http://ufcstats.com/fighter-details/333b9e5c723ac873
George Sotiropoulos,1977-07-09,http://ufcstats.com/fighter-details/896c322f56b8be5a
Vinicius Salvador,1996-07-24,http://ufcstats.com/fighter-details/65cdf4ec31143d86
John Salter,1985-03-21,http://ufcstats.com/fighter-details/010986ee359fb863
Scott McAfee,1983-08-23,http://ufcstats.com/fighter-details/7e7d81bf162a5ec1
David Martinez,1998-08-03,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa
Jasmine Jasudavicius,1989-03-01,http://ufcstats.com/fighter-details/a9e260472d321361
Rony Jason,1984-03-21,http://ufcstats.com/fighter-details/b71ce838b01f2cad
Nate James,1978-05-29,http://ufcstats.com/fighter-details/a34fecf2f4e5a317
Felipe Bunes,1989-10-29,http://ufcstats.com/fighter-details/53c10176e3bc7416
Erick Gonzalez,1992-01-20,http://ufcstats.com/fighter-details/a2ccf35a88346a91
Ron Stallings,1983-01-25,http://ufcstats.com/fighter-details/6dd758d34da8d254
Will Campuzano,1986-05-27,http://ufcstats.com/fighter-details/901cddcbfa079097
Themba Gorimbo,1991-01-23,http://ufcstats.com/fighter-details/40f3cb27fc7305a1
Livinha Souza,1991-03-11,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Charon Spain,1988-03-11,http://ufcstats.com/fighter-details/c278e8843b8abfec
Wilson Gouveia,1978-10-03,http://ufcstats.com/fighter-details/af5b208e97f5d382
Adlan Amagov,1986-10-30,http://ufcstats.com/fighter-details/1e327b281ef6a745
Per Eklund,1980-11-12,http://ufcstats.com/fighter-details/58bc81376286b3d3
Rafael Tobias,2003-03-20,http://ufcstats.com/fighter-details/d6a8edb7410223a0
Matheus Scheffel,1992-11-04,http://ufcstats.com/fighter-details/a296ad1d238d97df
Eric Schafer,1977-09-20,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd
Jermaine Andre,1973-07-16,http://ufcstats.com/fighter-details/9bad58fa651d6196
Tatsuya Ando,1990-04-26,http://ufcstats.com/fighter-details/17615148dd4be6f6
Jessica Penne,1983-01-30,http://ufcstats.com/fighter-details/c742287ed86a09bc
Sean Soriano,1989-10-06,http://ufcstats.com/fighter-details/bd5403efbaa445c0
Shane Campbell,1987-01-21,http://ufcstats.com/fighter-details/784285b7ae7dd85f
Fabricio Camoes,1978-12-23,http://ufcstats.com/fighter-details/7abe471b61725980
Jesse Lennox,1982-03-10,http://ufcstats.com/fighter-details/3ae10ac4df3df05c
Ivan Salaverry,1971-01-11,http://ufcstats.com/fighter-details/394f55ebca199124
Dominique Steele,1988-01-27,http://ufcstats.com/fighter-details/68c11c27d4d56572
Amiran Gogoladze,1997-12-09,http://ufcstats.com/fighter-details/5d1636b6c1688502
Loopy Godinez,1993-09-06,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Marcio Navarro,1978-09-17,http://ufcstats.com/fighter-details/52f7d300738961ac
Emrah Sonmez,1992-06-26,http://ufcstats.com/fighter-details/fe759b24e344d7eb
Matt Lee,1971-07-09,http://ufcstats.com/fighter-details/d9e3743bae8d703d
Brian Rogers,1984-02-15,http://ufcstats.com/fighter-details/f304aff405c4a8fa
